Course ID,Course Name,Subject,Description,Instructor,Level,Duration,Language,Price,Rating,Enrollment,Skills Covered,Prerequisites,Lecture Video URL,Quiz URL,Assignment URL,Discussion Forum URL,Completion Certificate
AST007,Astronomy Course 8,Astronomy,This course covers various topics in Astronomy.,John Doe,Beginner,41,French,23.09,1.51,1059,"Skill 1, Skill 4, Skill 2, Skill 3",,https://www.example.com/astronomy/lecture_7,https://www.example.com/astronomy/quiz_7,https://www.example.com/astronomy/assignment_7,https://www.example.com/astronomy/forum_7,Yes
AST008,Astronomy Course 9,Astronomy,This course covers various topics in Astronomy.,John Doe,Beginner,8,French,127.94,3.36,3377,Skill 2,"Prereq 3, Prereq 2, Prereq 1",https://www.example.com/astronomy/lecture_8,https://www.example.com/astronomy/quiz_8,https://www.example.com/astronomy/assignment_8,https://www.example.com/astronomy/forum_8,Yes
AST009,Astronomy Course 10,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,41,Spanish,168.08,4.48,314,"Skill 4, Skill 1, Skill 2",,https://www.example.com/astronomy/lecture_9,https://www.example.com/astronomy/quiz_9,https://www.example.com/astronomy/assignment_9,https://www.example.com/astronomy/forum_9,Yes
AST010,Astronomy Course 11,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,39,English,93.93,4.68,9245,Skill 4,Prereq 2,https://www.example.com/astronomy/lecture_10,https://www.example.com/astronomy/quiz_10,https://www.example.com/astronomy/assignment_10,https://www.example.com/astronomy/forum_10,No
AST011,Astronomy Course 12,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,41,French,109.25,2.36,9365,"Skill 3, Skill 4, Skill 2, Skill 1","Prereq 1, Prereq 2, Prereq 3",https://www.example.com/astronomy/lecture_11,https://www.example.com/astronomy/quiz_11,https://www.example.com/astronomy/assignment_11,https://www.example.com/astronomy/forum_11,Yes
AST012,Astronomy Course 13,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,6,English,36.39,2.94,5479,"Skill 1, Skill 2, Skill 4","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/astronomy/lecture_12,https://www.example.com/astronomy/quiz_12,https://www.example.com/astronomy/assignment_12,https://www.example.com/astronomy/forum_12,Yes
AST013,Astronomy Course 14,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,9,French,30.95,2.07,8656,"Skill 4, Skill 1, Skill 2, Skill 3","Prereq 1, Prereq 2",https://www.example.com/astronomy/lecture_13,https://www.example.com/astronomy/quiz_13,https://www.example.com/astronomy/assignment_13,https://www.example.com/astronomy/forum_13,No
AST014,Astronomy Course 15,Astronomy,This course covers various topics in Astronomy.,John Doe,Intermediate,36,French,174.69,2.35,9648,Skill 3,,https://www.example.com/astronomy/lecture_14,https://www.example.com/astronomy/quiz_14,https://www.example.com/astronomy/assignment_14,https://www.example.com/astronomy/forum_14,No
AST015,Astronomy Course 16,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,29,French,111.8,2.49,8348,"Skill 4, Skill 2, Skill 1, Skill 3","Prereq 2, Prereq 1",https://www.example.com/astronomy/lecture_15,https://www.example.com/astronomy/quiz_15,https://www.example.com/astronomy/assignment_15,https://www.example.com/astronomy/forum_15,Yes
AST016,Astronomy Course 17,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,36,French,100.84,4.05,6771,Skill 4,Prereq 3,https://www.example.com/astronomy/lecture_16,https://www.example.com/astronomy/quiz_16,https://www.example.com/astronomy/assignment_16,https://www.example.com/astronomy/forum_16,No
AST017,Astronomy Course 18,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,7,English,45.94,1.01,3020,Skill 2,"Prereq 3, Prereq 1",https://www.example.com/astronomy/lecture_17,https://www.example.com/astronomy/quiz_17,https://www.example.com/astronomy/assignment_17,https://www.example.com/astronomy/forum_17,Yes
AST018,Astronomy Course 19,Astronomy,This course covers various topics in Astronomy.,John Doe,Advanced,31,English,40.7,2.91,7032,"Skill 1, Skill 2, Skill 3, Skill 4","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/astronomy/lecture_18,https://www.example.com/astronomy/quiz_18,https://www.example.com/astronomy/assignment_18,https://www.example.com/astronomy/forum_18,Yes
AST019,Astronomy Course 20,Astronomy,This course covers various topics in Astronomy.,John Doe,Beginner,15,Spanish,57.15,4.76,277,"Skill 2, Skill 3","Prereq 1, Prereq 3, Prereq 2",https://www.example.com/astronomy/lecture_19,https://www.example.com/astronomy/quiz_19,https://www.example.com/astronomy/assignment_19,https://www.example.com/astronomy/forum_19,No
LIN000,Linguistics Course 1,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,9,French,28.35,3.59,9802,"Skill 4, Skill 1, Skill 2","Prereq 3, Prereq 2",https://www.example.com/linguistics/lecture_0,https://www.example.com/linguistics/quiz_0,https://www.example.com/linguistics/assignment_0,https://www.example.com/linguistics/forum_0,No
LIN001,Linguistics Course 2,Linguistics,This course covers various topics in Linguistics.,John Doe,Advanced,14,Spanish,58.04,3.36,5820,"Skill 4, Skill 1, Skill 2, Skill 3",Prereq 1,https://www.example.com/linguistics/lecture_1,https://www.example.com/linguistics/quiz_1,https://www.example.com/linguistics/assignment_1,https://www.example.com/linguistics/forum_1,No
LIN002,Linguistics Course 3,Linguistics,This course covers various topics in Linguistics.,John Doe,Advanced,23,French,146.24,1.79,5282,"Skill 4, Skill 2, Skill 1, Skill 3",Prereq 1,https://www.example.com/linguistics/lecture_2,https://www.example.com/linguistics/quiz_2,https://www.example.com/linguistics/assignment_2,https://www.example.com/linguistics/forum_2,Yes
LIN003,Linguistics Course 4,Linguistics,This course covers various topics in Linguistics.,John Doe,Advanced,7,French,75.92,1.95,1241,"Skill 2, Skill 3",,https://www.example.com/linguistics/lecture_3,https://www.example.com/linguistics/quiz_3,https://www.example.com/linguistics/assignment_3,https://www.example.com/linguistics/forum_3,Yes
LIN004,Linguistics Course 5,Linguistics,This course covers various topics in Linguistics.,John Doe,Beginner,29,English,72.7,3.78,7054,"Skill 1, Skill 2, Skill 3","Prereq 2, Prereq 3",https://www.example.com/linguistics/lecture_4,https://www.example.com/linguistics/quiz_4,https://www.example.com/linguistics/assignment_4,https://www.example.com/linguistics/forum_4,Yes
LIN005,Linguistics Course 6,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,48,Spanish,121.84,1.11,2642,"Skill 2, Skill 3","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/linguistics/lecture_5,https://www.example.com/linguistics/quiz_5,https://www.example.com/linguistics/assignment_5,https://www.example.com/linguistics/forum_5,Yes
LIN006,Linguistics Course 7,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,7,French,198.73,3.98,6347,"Skill 1, Skill 2",Prereq 2,https://www.example.com/linguistics/lecture_6,https://www.example.com/linguistics/quiz_6,https://www.example.com/linguistics/assignment_6,https://www.example.com/linguistics/forum_6,No
LIN007,Linguistics Course 8,Linguistics,This course covers various topics in Linguistics.,John Doe,Advanced,43,English,144.22,4.68,7001,"Skill 1, Skill 4","Prereq 1, Prereq 3",https://www.example.com/linguistics/lecture_7,https://www.example.com/linguistics/quiz_7,https://www.example.com/linguistics/assignment_7,https://www.example.com/linguistics/forum_7,No
LIN008,Linguistics Course 9,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,47,English,52.97,2.41,9099,"Skill 4, Skill 1",Prereq 3,https://www.example.com/linguistics/lecture_8,https://www.example.com/linguistics/quiz_8,https://www.example.com/linguistics/assignment_8,https://www.example.com/linguistics/forum_8,Yes
LIN009,Linguistics Course 10,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,30,English,49.79,2.6,6140,Skill 3,Prereq 1,https://www.example.com/linguistics/lecture_9,https://www.example.com/linguistics/quiz_9,https://www.example.com/linguistics/assignment_9,https://www.example.com/linguistics/forum_9,Yes
LIN010,Linguistics Course 11,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,14,English,94.97,4.2,1040,"Skill 2, Skill 4, Skill 3, Skill 1","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/linguistics/lecture_10,https://www.example.com/linguistics/quiz_10,https://www.example.com/linguistics/assignment_10,https://www.example.com/linguistics/forum_10,Yes
LIN011,Linguistics Course 12,Linguistics,This course covers various topics in Linguistics.,John Doe,Beginner,12,English,105.68,3.31,2575,"Skill 1, Skill 4","Prereq 2, Prereq 1",https://www.example.com/linguistics/lecture_11,https://www.example.com/linguistics/quiz_11,https://www.example.com/linguistics/assignment_11,https://www.example.com/linguistics/forum_11,No
LIN012,Linguistics Course 13,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,31,Spanish,81.6,1.41,1611,"Skill 1, Skill 4, Skill 3",Prereq 1,https://www.example.com/linguistics/lecture_12,https://www.example.com/linguistics/quiz_12,https://www.example.com/linguistics/assignment_12,https://www.example.com/linguistics/forum_12,Yes
LIN013,Linguistics Course 14,Linguistics,This course covers various topics in Linguistics.,John Doe,Advanced,36,French,100.31,4.37,5963,"Skill 4, Skill 1","Prereq 1, Prereq 3",https://www.example.com/linguistics/lecture_13,https://www.example.com/linguistics/quiz_13,https://www.example.com/linguistics/assignment_13,https://www.example.com/linguistics/forum_13,Yes
LIN014,Linguistics Course 15,Linguistics,This course covers various topics in Linguistics.,John Doe,Advanced,39,Spanish,43.47,2.37,5772,Skill 1,,https://www.example.com/linguistics/lecture_14,https://www.example.com/linguistics/quiz_14,https://www.example.com/linguistics/assignment_14,https://www.example.com/linguistics/forum_14,Yes
LIN015,Linguistics Course 16,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,25,Spanish,198.23,1.61,7223,"Skill 4, Skill 1, Skill 3",,https://www.example.com/linguistics/lecture_15,https://www.example.com/linguistics/quiz_15,https://www.example.com/linguistics/assignment_15,https://www.example.com/linguistics/forum_15,Yes
LIN016,Linguistics Course 17,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,19,French,119.14,2.62,9757,Skill 2,Prereq 1,https://www.example.com/linguistics/lecture_16,https://www.example.com/linguistics/quiz_16,https://www.example.com/linguistics/assignment_16,https://www.example.com/linguistics/forum_16,No
LIN017,Linguistics Course 18,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,11,Spanish,197.49,3.24,1871,"Skill 4, Skill 2, Skill 3",,https://www.example.com/linguistics/lecture_17,https://www.example.com/linguistics/quiz_17,https://www.example.com/linguistics/assignment_17,https://www.example.com/linguistics/forum_17,No
LIN018,Linguistics Course 19,Linguistics,This course covers various topics in Linguistics.,John Doe,Intermediate,39,Spanish,32.28,4.96,517,"Skill 4, Skill 3, Skill 2, Skill 1",Prereq 2,https://www.example.com/linguistics/lecture_18,https://www.example.com/linguistics/quiz_18,https://www.example.com/linguistics/assignment_18,https://www.example.com/linguistics/forum_18,No
LIN019,Linguistics Course 20,Linguistics,This course covers various topics in Linguistics.,John Doe,Beginner,14,Spanish,169.19,2.35,3696,"Skill 2, Skill 4",,https://www.example.com/linguistics/lecture_19,https://www.example.com/linguistics/quiz_19,https://www.example.com/linguistics/assignment_19,https://www.example.com/linguistics/forum_19,No
BUS000,Business Administration Course 1,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,9,French,133.08,1.91,963,"Skill 3, Skill 2, Skill 1, Skill 4","Prereq 2, Prereq 3, Prereq 1",https://www.example.com/business-administration/lecture_0,https://www.example.com/business-administration/quiz_0,https://www.example.com/business-administration/assignment_0,https://www.example.com/business-administration/forum_0,Yes
BUS001,Business Administration Course 2,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,39,French,160.67,1.94,9181,"Skill 1, Skill 4","Prereq 2, Prereq 3",https://www.example.com/business-administration/lecture_1,https://www.example.com/business-administration/quiz_1,https://www.example.com/business-administration/assignment_1,https://www.example.com/business-administration/forum_1,Yes
BUS002,Business Administration Course 3,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,36,French,104.24,4.63,7759,Skill 2,Prereq 3,https://www.example.com/business-administration/lecture_2,https://www.example.com/business-administration/quiz_2,https://www.example.com/business-administration/assignment_2,https://www.example.com/business-administration/forum_2,No
BUS003,Business Administration Course 4,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,31,English,176.57,2.58,7609,"Skill 4, Skill 3",,https://www.example.com/business-administration/lecture_3,https://www.example.com/business-administration/quiz_3,https://www.example.com/business-administration/assignment_3,https://www.example.com/business-administration/forum_3,No
BUS004,Business Administration Course 5,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,27,French,102.13,2.62,5711,"Skill 3, Skill 1, Skill 4",,https://www.example.com/business-administration/lecture_4,https://www.example.com/business-administration/quiz_4,https://www.example.com/business-administration/assignment_4,https://www.example.com/business-administration/forum_4,Yes
BUS005,Business Administration Course 6,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,7,Spanish,93.76,3.52,1388,"Skill 3, Skill 2",Prereq 2,https://www.example.com/business-administration/lecture_5,https://www.example.com/business-administration/quiz_5,https://www.example.com/business-administration/assignment_5,https://www.example.com/business-administration/forum_5,No
BUS006,Business Administration Course 7,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,17,Spanish,185.67,2.22,2704,"Skill 1, Skill 4, Skill 2",,https://www.example.com/business-administration/lecture_6,https://www.example.com/business-administration/quiz_6,https://www.example.com/business-administration/assignment_6,https://www.example.com/business-administration/forum_6,No
BUS007,Business Administration Course 8,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,9,French,133.33,3.92,2398,"Skill 2, Skill 4, Skill 1",Prereq 3,https://www.example.com/business-administration/lecture_7,https://www.example.com/business-administration/quiz_7,https://www.example.com/business-administration/assignment_7,https://www.example.com/business-administration/forum_7,No
BUS008,Business Administration Course 9,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,20,French,33.29,2.2,1788,"Skill 2, Skill 4",Prereq 2,https://www.example.com/business-administration/lecture_8,https://www.example.com/business-administration/quiz_8,https://www.example.com/business-administration/assignment_8,https://www.example.com/business-administration/forum_8,No
BUS009,Business Administration Course 10,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,13,French,98.85,2.42,7945,"Skill 1, Skill 2","Prereq 1, Prereq 2",https://www.example.com/business-administration/lecture_9,https://www.example.com/business-administration/quiz_9,https://www.example.com/business-administration/assignment_9,https://www.example.com/business-administration/forum_9,No
BUS010,Business Administration Course 11,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,16,French,70.56,4.42,933,Skill 3,,https://www.example.com/business-administration/lecture_10,https://www.example.com/business-administration/quiz_10,https://www.example.com/business-administration/assignment_10,https://www.example.com/business-administration/forum_10,Yes
BUS011,Business Administration Course 12,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,12,English,165.28,3.81,3665,"Skill 1, Skill 4, Skill 2, Skill 3","Prereq 3, Prereq 1",https://www.example.com/business-administration/lecture_11,https://www.example.com/business-administration/quiz_11,https://www.example.com/business-administration/assignment_11,https://www.example.com/business-administration/forum_11,No
BUS012,Business Administration Course 13,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,25,Spanish,139.7,3.99,975,"Skill 3, Skill 4",Prereq 3,https://www.example.com/business-administration/lecture_12,https://www.example.com/business-administration/quiz_12,https://www.example.com/business-administration/assignment_12,https://www.example.com/business-administration/forum_12,Yes
BUS013,Business Administration Course 14,Business Administration,This course covers various topics in Business Administration.,John Doe,Beginner,49,French,155.24,4.34,2781,"Skill 2, Skill 3, Skill 1","Prereq 1, Prereq 2, Prereq 3",https://www.example.com/business-administration/lecture_13,https://www.example.com/business-administration/quiz_13,https://www.example.com/business-administration/assignment_13,https://www.example.com/business-administration/forum_13,Yes
BUS014,Business Administration Course 15,Business Administration,This course covers various topics in Business Administration.,John Doe,Beginner,12,French,78.55,4.92,1533,"Skill 1, Skill 3, Skill 4, Skill 2","Prereq 2, Prereq 3",https://www.example.com/business-administration/lecture_14,https://www.example.com/business-administration/quiz_14,https://www.example.com/business-administration/assignment_14,https://www.example.com/business-administration/forum_14,No
BUS015,Business Administration Course 16,Business Administration,This course covers various topics in Business Administration.,John Doe,Beginner,49,Spanish,50.92,1.81,8582,"Skill 3, Skill 2, Skill 4",Prereq 2,https://www.example.com/business-administration/lecture_15,https://www.example.com/business-administration/quiz_15,https://www.example.com/business-administration/assignment_15,https://www.example.com/business-administration/forum_15,Yes
BUS016,Business Administration Course 17,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,18,Spanish,49.34,3.63,5524,"Skill 1, Skill 4, Skill 3, Skill 2","Prereq 2, Prereq 1, Prereq 3",https://www.example.com/business-administration/lecture_16,https://www.example.com/business-administration/quiz_16,https://www.example.com/business-administration/assignment_16,https://www.example.com/business-administration/forum_16,Yes
BUS017,Business Administration Course 18,Business Administration,This course covers various topics in Business Administration.,John Doe,Beginner,20,French,127.98,3.98,8640,"Skill 2, Skill 1, Skill 3",,https://www.example.com/business-administration/lecture_17,https://www.example.com/business-administration/quiz_17,https://www.example.com/business-administration/assignment_17,https://www.example.com/business-administration/forum_17,Yes
BUS018,Business Administration Course 19,Business Administration,This course covers various topics in Business Administration.,John Doe,Intermediate,36,Spanish,75.79,4.27,2732,"Skill 4, Skill 2, Skill 1, Skill 3","Prereq 3, Prereq 2, Prereq 1",https://www.example.com/business-administration/lecture_18,https://www.example.com/business-administration/quiz_18,https://www.example.com/business-administration/assignment_18,https://www.example.com/business-administration/forum_18,Yes
BUS019,Business Administration Course 20,Business Administration,This course covers various topics in Business Administration.,John Doe,Advanced,9,French,172.38,3.6,4612,Skill 4,,https://www.example.com/business-administration/lecture_19,https://www.example.com/business-administration/quiz_19,https://www.example.com/business-administration/assignment_19,https://www.example.com/business-administration/forum_19,No
